gidx	chrom	start	end	srd	tpm	IQR	gid	n_tss
g10789	B04	241322287	241322474	-	5.491858001286354	79	Zm00001d053798	1
g10790	B04	241325712	241325783	+	1.2575459142125442	43	Zm00001d053799	1
g10791	B04	241343397	241343549	-	13.588453878294903	27	Zm00001d053800	1
g10792	B04	241348381	241348586	-	17.47452761986943	159	Zm00001d053801	2
g10793	B04	241405325	241405755	-	1.6348239319676259	362	Zm00001d053802	3
g10794	B04	241443561	241443668	-	3.587204094693006	56	Zm00001d053805	1
g10795	B04	241452937	241453168	+	13.255257942817174	89	Zm00001d053807	1
g10796	B04	241460784	241460963	-	4.579934337375038	25	Zm00001d053808	1
g10797	B04	241593209	241602860	+	18.652282920026124	9574	Zm00001d053813	2
g10798	B04	241618360	241618533	-	3.175365945972206	98	Zm00001d053816	1
g10799	B04	241626929	241627024	-	1.034242916693585	51	Zm00001d053817	1
g10800	B04	241648191	241648704	-	23.902890005023433	111	Zm00001d053818	2
g10801	B04	241716019	241716137	-	1.8041520338852954	77	Zm00001d053819	1
g10802	B04	241799184	241799450	-	6.527336488413454	187	Zm00001d053822	2
g10803	B04	241807152	241807178	-	4.524732220326908	4	Zm00001d053824	1
g10804	B04	241810709	241811293	-	46.25433622507562	97	Zm00001d053825	2
g10805	B04	241891604	241891849	+	2.2369906728406814	154	Zm00001d053826	1
g10806	B04	241950515	241950529	-	3.2149259994820967	2	Zm00001d053828	1
g10807	B04	241976907	241976953	-	3.9363130437868565	12	Zm00001d053829	1
g10808	B04	241981148	241981185	-	6.03495305544213	7	Zm00001d053830	1
g10809	B04	242111099	242112928	+	242.6219577318375	5	Zm00001d053834	2
g10810	B04	242132303	242135192	+	255.52741097094545	2	Zm00001d053838	2
g10811	B04	242139067	242139085	+	2.8155202954258605	10	Zm00001d053839	1
g10812	B04	242149462	242149731	-	6.687820041168546	49	Zm00001d053841	1
g10813	B04	242161940	242162483	+	962.3972728049985	4	Zm00001d053845	2
g10814	B04	242180866	242180984	-	3.680370502503866	75	Zm00001d053848	1
g10815	B04	242205084	242205084	+	0.4145157482629195	0	ENSRNA049466709	1
g10816	B04	242212474	242212868	-	13.388646192056946	216	Zm00001d053852	1
g10817	B04	242214204	242214436	+	4.737892843246962	128	Zm00001d053853	2
g10818	B04	242281643	242281780	+	10.147984243431408	47	Zm00001d053855	1
g10819	B04	242298336	242298540	-	12.381316925443965	83	Zm00001d053857	1
g10820	B04	242390566	242390740	+	2.436534684291863	40	Zm00001d053858	1
g10821	B04	242395907	242396115	+	4.697471728605147	114	Zm00001d053859	1
g10822	B04	242512307	242512561	+	46.22100979240637	50	Zm00001d053861	1
g10823	B04	242523522	242523692	-	30.46575215580652	4	Zm00001d053862	1
g10824	B04	242526108	242526223	-	41.20268239269419	3	Zm00001d053863	1
g10825	B04	242558188	242558366	+	6.503156358089251	40	Zm00001d053865	1
g10826	B04	242568005	242568232	+	5.615445001027795	124	Zm00001d053867	1
g10827	B04	242572545	242572825	+	5.539187221637798	165	Zm00001d053868	1
g10828	B04	242631197	242631381	+	3.744261268025582	102	Zm00001d053872	1
g10829	B04	242643918	242644052	+	3.8780355360420544	26	Zm00001d053873	1
g10830	B04	242693524	242693683	+	1.6181612921277055	96	Zm00001d053874	1
g10831	B04	242701472	242701650	+	6.089314295359386	84	Zm00001d053875	1
g10832	B04	242871543	242871760	-	12.230899087047291	43	Zm00001d053880	1
g10833	B04	242889060	242889280	-	16.811981025334518	37	Zm00001d053881	1
g10834	B04	242952735	242952917	-	4.056348401345912	78	Zm00001d053882	1
g10835	B04	242953034	242953088	+	0.8084169525522997	9	Zm00001d053883	1
g10836	B04	242957940	242957949	+	0.5215474889471099	4	Zm00001d053884	1
g10837	B04	242962915	242963205	+	2.763903184580795	129	Zm00001d053885	2
g10838	B04	242972352	242972619	+	3.459238538343706	183	Zm00001d053886	2
g10839	B04	242982555	242982727	-	2.3090188454532536	48	Zm00001d053887	1
g10840	B04	243042530	243042961	+	7.584106565031232	344	Zm00001d053889	2
g10841	B04	243053319	243053477	-	1.0957872650228195	62	Zm00001d053890	1
g10842	B04	243143221	243143454	+	12.263125564127302	34	Zm00001d053891	1
g10843	B04	243335530	243335723	+	14.012872436369838	6	Zm00001d053897	2
g10844	B04	243347296	243347741	-	83.65319605620219	147	Zm00001d053899	2
g10845	B04	243352482	243352651	-	27.993152308221045	66	Zm00001d053900	1
g10846	B04	243358628	243358818	-	7.609020945202248	50	Zm00001d053901	1
g10847	B04	243422894	243423295	-	96.32260333646823	37	Zm00001d027037	1
g10848	B04	243468587	243468723	-	0.7289856485563858	67	Zm00001d053909	1
g10849	B04	243529748	243529994	-	5.490600297254278	81	Zm00001d053911	2
g10850	B04	243607461	243607524	+	3.8097894645977313	40	Zm00001d053913	1
g10851	B04	243629255	243629305	-	1.674746266865812	48	Zm00001d053916	2
g10852	B04	243639337	243639772	-	13.417856011013221	169	Zm00001d053917	2
g10853	B04	243651426	243651847	-	29.668173217089265	55	Zm00001d053919	2
g10854	B04	243658807	243665909	-	43.78398061570898	6847	Zm00001d053923	2
g10855	B04	243690482	243690979	-	50.01468716296168	94	Zm00001d053925	1
g10856	B04	243692952	243693594	-	28.95584853461613	254	Zm00001d053926	2
g10857	B04	243698198	243710595	-	15.61034469875713	12301	Zm00001d053927	2
g10858	B04	243754707	243755884	+	15.090796174135164	137	Zm00001d053930	3
g10859	B04	243761970	243762186	+	8.356735181985139	45	Zm00001d053931	1
g10860	B04	243770837	243771045	-	12.175796110905905	76	Zm00001d053932	1
g10861	B04	243872577	243872757	+	9.245542042355146	78	Zm00001d053935	1
g10862	B04	243890174	243890313	-	2.128189675410018	91	Zm00001d053939	1
g10863	B04	243892117	243892238	+	2.1749226869856115	14	Zm00001d027038	1
g10864	B04	244166892	244166936	+	4.517989053438936	2	Zm00001d053952	1
g10865	B04	244172379	244172628	+	10.287713053303342	59	Zm00001d053953	1
g10866	B04	244185071	244185278	-	28.46944206111066	68	Zm00001d053954	1
g10867	B04	244196084	244196200	-	7.280889275866376	64	Zm00001d053957	1
g10868	B04	244300860	244300924	+	1.0793932471998218	44	Zm00001d053960	1
g10869	B04	244374924	244375127	+	21.469947214332393	47	Zm00001d053962	1
g10870	B04	244382004	244382207	-	9.753202064357367	51	Zm00001d053963	1
g10871	B04	244385726	244385879	+	5.281750479252246	100	Zm00001d053964	1
g10872	B04	244409060	244409099	+	2.018326182647615	10	Zm00001d053965	1
g10873	B04	244410344	244410892	+	4.638985686980908	515	Zm00001d053966	2
g10874	B04	244414426	244414676	+	4.739248633466065	176	Zm00001d053967	2
g10875	B04	244425038	244425181	-	2.097388988696914	60	Zm00001d053968	1
g10876	B04	244433620	244433740	-	3.3573885390716507	26	Zm00001d053969	1
g10877	B04	244500397	244500578	-	1.6085077745406	76	Zm00001d053972	1
g10878	B04	244506162	244506239	+	2.336760224730678	39	Zm00001d053975	1
g10879	B04	244520728	244521151	-	19.892357813911975	6	Zm00001d027041	2
g10880	B04	244550012	244550254	-	12.742807223779536	67	Zm00001d053976	1
g10881	B04	244554271	244554613	-	6.50155256161682	238	Zm00001d053977	2
g10882	B04	244554739	244554859	+	0.6751183270937742	73	Zm00001d053978	1
g10883	B04	244559947	244560045	-	2.4940160177151514	58	Zm00001d053979	1
g10884	B04	244571327	244571569	-	7.682452415954548	141	Zm00001d053981	1
g10885	B04	244576364	244576378	-	1.5488540542288856	3	Zm00001d053982	1
g10886	B04	244583810	244585762	-	6.801804197495506	103	Zm00001d053983	2
g10887	B04	244585877	244585984	+	1.3231081855693057	69	Zm00001d053984	1
g10888	B04	244601764	244601816	-	2.1593787035421976	25	Zm00001d053985	1
g10889	B04	244608301	244608350	-	0.7682896893672746	26	Zm00001d053986	1
g10890	B04	244612728	244612794	-	1.5568980578124554	4	Zm00001d053987	1
g10891	B04	244692535	244693111	-	23.761867603597835	392	Zm00001d053988	2
g10892	B04	244755412	244756128	+	6.512266398512565	559	Zm00001d053989	2
g10893	B04	244798699	244798980	+	14.41135376670668	103	Zm00001d053994	1
g10894	B04	244809640	244809675	-	13.033617711834188	0	ENSRNA049466676	1
g10895	B04	244810092	244810129	-	2.6617353110855	0	ENSRNA049466642	1
g10896	B04	244812865	244813067	-	99.52099178586903	12	Zm00001d053995	1
g10897	B04	244819556	244819678	-	14.809259461731612	10	Zm00001d053996	1
g10898	B04	244828320	244829190	-	6.9708976415057595	346	Zm00001d053997	2
g10899	B04	244834000	244834222	-	3.033463675380021	138	Zm00001d053998	1
g10900	B04	244876765	244877166	+	3.526178629545439	336	Zm00001d054000	3
g10901	B04	244881836	244891454	+	3.9639276762814943	9540	Zm00001d054001	2
g10902	B04	244905939	244905990	-	4.709077743536656	23	Zm00001d054002	1
g10903	B04	244921454	244921762	-	13.661106236213856	184	Zm00001d054003	1
g10904	B04	245031699	245035304	+	4.066872809768259	3497	Zm00001d054005	2
g10905	B04	245045099	245045418	+	23.54973886392571	85	Zm00001d054006	2
g10906	B04	245055027	245055465	-	3.9738532202581958	346	Zm00001d054008	2
g10907	B04	245084036	245084234	+	4.248480050120359	40	Zm00001d054009	1
g10908	B04	245088653	245088933	-	1.7645721299095145	173	Zm00001d054010	1
g10909	B04	245095834	245096301	-	7.988149575656162	90	Zm00001d054011	2
g10910	B04	245109327	245109454	-	1.0767423432981844	62	Zm00001d054012	1
g10911	B04	245162153	245162236	+	4.327890916020024	35	Zm00001d054013	1
g10912	B04	245170332	245170551	-	1.7037250396217474	109	Zm00001d054014	2
g10913	B04	245187271	245187352	-	2.779011091885482	53	Zm00001d054015	1
g10914	B04	245192987	245193220	-	3.4922336557539855	122	Zm00001d054016	1
g10915	B04	245200741	245206275	-	16.621801052441	5371	Zm00001d054017	2
g10916	B04	245305513	245305627	+	12.375309042934159	42	Zm00001d054031	1
g10917	B04	245343870	245343900	+	13.364444145172207	7	Zm00001d054032	1
g10918	B04	245347251	245347520	+	11.423382851064117	220	Zm00001d054033	2
g10919	B04	245351924	245352057	-	2.9692414613446845	56	Zm00001d054034	1
g10920	B04	245438517	245438729	+	5.597123228281899	107	Zm00001d054037	1
g10921	B04	245455200	245455346	+	5.7786772869017	104	Zm00001d054038	1
g10922	B04	245461155	245461324	-	2.534720814372955	55	Zm00001d054039	1
g10923	B04	245461890	245461902	+	2.1768704238151813	5	Zm00001d054041	1
g10924	B04	245469363	245469527	+	33.99685646437096	5	Zm00001d054043	1
g10925	B04	245523654	245525311	+	547.3301616568251	21	Zm00001d054044	1
g10926	B04	245532372	245532559	-	2.150356553542395	90	Zm00001d054046	1
g10927	B04	245537090	245537228	-	4.072565222958779	37	Zm00001d054047	1
g10928	B04	245578674	245578740	+	0.5706304572909079	32	Zm00001d054049	1
g10929	B04	245603720	245603769	+	0.3842232219527939	31	Zm00001d054052	1
g10930	B04	245624658	245624750	+	0.3535797632017161	50	Zm00001d054054	1
g10931	B04	245631162	245631176	+	1.6238272640521894	3	Zm00001d054055	1
g10932	B04	245638187	245638310	+	42.5558481045419	10	Zm00001d054057	2
g10933	B04	245650522	245650894	-	10.912131223117251	13	Zm00001d054060	2
g10934	B04	245656538	245656595	-	1.065617315889875	32	Zm00001d027043	1
g10935	B04	245796428	245796539	-	46.00010145215589	8	Zm00001d054065	1
g10936	B04	245800651	245801129	-	30.05164271242912	162	Zm00001d054066	1
g10937	B04	245807126	245807895	-	138.5943272989812	14	Zm00001d054067	1
g10938	B04	245856890	245857227	+	19.239382157001227	139	Zm00001d054069	1
g10939	B04	245864826	245864952	+	6.8282684887129435	38	Zm00001d054070	1
g10940	B04	245923272	245923597	+	4.272099819607413	248	Zm00001d054071	2
g10941	B04	245928420	245928509	-	0.8340514822263233	68	Zm00001d054072	1
g10942	B04	245954782	245954815	+	3.0899234006863012	4	Zm00001d054074	1
g10943	B04	245966891	245967202	-	10.402589418073994	167	Zm00001d054076	1
g10944	B04	245970026	245970306	-	1.4614996023203137	151	Zm00001d054077	2
g10945	B04	245973880	245974038	-	11.509883121123456	48	Zm00001d054078	1
g10946	B04	245977924	245978131	-	30.934758050018882	50	Zm00001d054079	1
g10947	B04	246035002	246035265	+	9.448165855660537	192	Zm00001d054080	1
g10948	B04	246058617	246058626	-	0.3980548119207047	7	Zm00001d054081	1
g10949	B04	246124917	246125117	+	28.087462498370314	59	Zm00001d054084	1
g10950	B04	246129569	246129621	+	3.2176326837114497	5	Zm00001d054085	1
g10951	B04	246247048	246247091	-	0.47972873904472185	34	Zm00001d054087	1
g10952	B04	246271572	246272140	+	10.208800907284333	378	Zm00001d054088	2
g10953	B04	246281064	246281296	-	27.838177280018055	57	Zm00001d054089	1
g10954	B04	246374558	246374718	-	24.204176219760804	48	Zm00001d054093	1
g10955	B04	246376531	246376646	+	2.0579066323243818	83	Zm00001d054094	1
g10956	B04	246521616	246551438	+	7.7310751463282	29706	Zm00001d054104	2
g10957	B04	246613811	246614002	-	3.4755049416336625	76	Zm00001d054105	1
g10958	B04	246780793	246780988	-	22.3080573429428	12	Zm00001d054106	1
g10959	B04	246781095	246781373	+	59.679420836265834	56	Zm00001d054107	1
g10960	B04	246820319	246820453	+	0.5981935656647898	82	Zm00001d054110	1
g10961	B05	35512	35686	-	2.90968163711178	98	Zm00001d012794	1
g10962	B05	42231	42258	-	0.3160687521357972	10	Zm00001d012795	1
g10963	B05	62268	62395	-	3.3074147894121193	49	Zm00001d012797	1
g10964	B05	121862	122149	-	12.845459217231243	91	Zm00001d012800	1
g10965	B05	389583	389651	-	4.63249065621707	49	Zm00001d012806	1
g10966	B05	574605	574742	-	7.332513906132863	11	Zm00001d012808	1
g10967	B05	635921	636136	+	5.530522753169708	74	Zm00001d012809	1
g10968	B05	684786	684994	+	67.92023673444795	74	Zm00001d012810	1
g10969	B05	688111	688363	+	12.395150418065695	79	Zm00001d012811	1
g10970	B05	696306	696829	+	7.986260636524937	437	Zm00001d012812	2
g10971	B05	719999	720183	+	1.3575718749867147	154	Zm00001d012814	1
g10972	B05	776412	776664	+	17.972383882827693	53	Zm00001d012815	1
g10973	B05	789880	791231	+	37.255537547444256	1191	Zm00001d012816	2
g10974	B05	841221	841682	-	23.598574472265337	135	Zm00001d012817	1
g10975	B05	847237	847331	-	1.8381045756395566	44	Zm00001d012819	1
g10976	B05	851547	851897	-	68.28251258157188	63	Zm00001d012820	1
g10977	B05	898877	899199	+	10.766207261309768	135	Zm00001d012821	1
g10978	B05	919102	919212	+	0.9631808856543638	59	Zm00001d012822	1
g10979	B05	928657	928778	-	1.9658264771495717	38	Zm00001d012823	1
g10980	B05	928799	929072	+	25.44251602967755	63	Zm00001d012824	1
g10981	B05	933742	933818	-	5.897415262018106	46	Zm00001d012825	1
g10982	B05	933921	933969	+	2.0164672143652473	21	Zm00001d012826	1
g10983	B05	939429	939837	+	72.59847662895159	147	Zm00001d012827	1
g10984	B05	949734	949888	+	2.4278687459895303	47	Zm00001d012830	1
g10985	B05	953004	953138	+	4.720666030279515	43	Zm00001d012831	1
g10986	B05	957959	958195	-	2.448500629056069	134	Zm00001d012832	1
g10987	B05	958260	960665	+	11.86644550403092	2303	Zm00001d012834	2
g10988	B05	969709	969747	+	0.8999640079344392	13	Zm00001d012836	1
g10989	B05	975033	975284	+	102.64841982981204	4	Zm00001d012837	1
g10990	B05	980395	980576	+	9.80020202392695	56	Zm00001d012838	1
g10991	B05	994302	994723	-	10.697757825706317	200	Zm00001d012840	1
g10992	B05	1060838	1060988	+	50.52954637478492	48	Zm00001d012844	1
g10993	B05	1068519	1068629	-	0.9130529729251295	54	Zm00001d001492	1
g10994	B05	1071260	1071326	-	2.44901584583116	39	Zm00001d012845	1
g10995	B05	1071387	1071529	+	6.267481192297712	39	Zm00001d012846	1
g10996	B05	1077339	1077896	+	18.09447759467259	530	Zm00001d012847	3
g10997	B05	1082568	1082767	+	2.0541642027494063	129	Zm00001d012849	1
g10998	B05	1087430	1087949	-	28.13763750507324	147	Zm00001d012850	1
g10999	B05	1092679	1092828	+	2.850631830735288	48	Zm00001d012851	1
g11000	B05	1101571	1101875	-	9.030179084298991	138	Zm00001d012852	1
g11001	B05	1115902	1116127	+	1.991220865414473	163	Zm00001d012853	1
g11002	B05	1122428	1122627	-	7.6338509870609705	73	Zm00001d012854	1
g11003	B05	1127592	1127737	-	1.285757155114711	55	Zm00001d012855	2
g11004	B05	1163056	1163256	+	11.066998008828817	55	Zm00001d012857	1
g11005	B05	1169550	1169740	+	23.012606289375213	86	Zm00001d012858	1
g11006	B05	1269101	1269318	+	13.420749020583964	78	Zm00001d012861	1
g11007	B05	1298659	1298884	-	18.16267114014618	64	Zm00001d012863	1
g11008	B05	1349333	1349463	+	10.49691992152122	77	Zm00001d012865	1
g11009	B05	1358284	1358415	+	3.8395685930941164	43	Zm00001d012866	1
g11010	B05	1368860	1369698	+	5.160370178862512	163	Zm00001d012868	2
g11011	B05	1369145	1369255	-	2.6959779324599036	58	Zm00001d012867	1
g11012	B05	1375622	1392118	+	20.024622193608867	16082	Zm00001d012869	3
g11013	B05	1499775	1499979	+	7.54329759790791	76	Zm00001d012875	1
g11014	B05	1531853	1532029	+	142.65820642036243	6	Zm00001d012878	1
g11015	B05	1563929	1564027	+	3.849870913418992	8	Zm00001d012880	1
g11016	B05	1568868	1569253	-	32.704855095909274	75	Zm00001d012881	1
g11017	B05	1573448	1573682	+	2.788129715287207	75	Zm00001d012882	1
g11018	B05	1587882	1588040	+	1.186776199684172	98	Zm00001d012884	2
g11019	B05	1594926	1594953	-	0.7249920496542049	2	Zm00001d012885	1
g11020	B05	1607489	1607630	-	12.786607516792353	45	Zm00001d012886	1
g11021	B05	1611745	1611946	-	6.072872768144518	58	Zm00001d012887	1
g11022	B05	1612051	1612416	+	2.6674144547816483	209	Zm00001d012888	1
g11023	B05	1616759	1616767	-	2.4790999534948326	2	Zm00001d012889	1
g11024	B05	1620912	1621223	-	8.734279751764316	67	Zm00001d012890	1
g11025	B05	1631303	1631376	-	0.5690775322886767	50	Zm00001d012891	1
g11026	B05	1642985	1643186	+	5.25657214441795	90	Zm00001d012892	1
g11027	B05	1666885	1666968	-	3.119373435565022	43	Zm00001d012893	1
g11028	B05	1717875	1718092	-	3.139515301908194	117	Zm00001d012895	1
g11029	B05	1723943	1724169	-	3.4994359439567253	138	Zm00001d012896	1
g11030	B05	1759244	1759432	+	4.857901110591482	52	Zm00001d012898	1
g11031	B05	1765058	1765352	+	31.73577569996733	8	Zm00001d012899	1
g11032	B05	1768312	1768532	+	31.429287170306864	10	Zm00001d012900	1
g11033	B05	1778345	1778469	-	2.0841155188509823	115	Zm00001d012902	2
g11034	B05	1882621	1882760	-	8.735982925591623	49	Zm00001d012909	1
g11035	B05	1890870	1891066	-	8.896100873935564	20	Zm00001d012911	1
g11036	B05	1900777	1900866	-	7.687287565146059	33	Zm00001d012913	1
g11037	B05	1905280	1905438	+	2.448786684383171	81	Zm00001d012915	1
g11038	B05	1914889	1915011	-	1.0924996373188278	52	Zm00001d012916	1
g11039	B05	1934214	1934292	+	1.5201182664406487	45	Zm00001d012917	1
g11040	B05	1940850	1941011	+	4.281958368874504	43	Zm00001d012918	1
g11041	B05	1963300	1963614	-	25.53460274298755	63	Zm00001d012921	1
g11042	B05	1978761	1978863	+	36.07105497881842	0	Zm00001d012922	1
g11043	B05	2002937	2003091	-	2.5348584987771337	62	Zm00001d012923	1
g11044	B05	2007553	2007952	-	52.755228184277264	101	Zm00001d012924	1
g11045	B05	2166799	2166858	+	0.7526747473897741	47	Zm00001d012929	1
g11046	B05	2169483	2169690	+	6.882714474828456	80	Zm00001d012930	1
g11047	B05	2178222	2178434	-	8.663311734679445	195	Zm00001d012931	1
g11048	B05	2186109	2186356	-	5.808243985963016	158	Zm00001d012932	1
g11049	B05	2194987	2195155	+	17.01517030827622	38	Zm00001d012933	1
g11050	B05	2198165	2198336	+	4.559213260909941	126	Zm00001d012934	1
g11051	B05	2204244	2204422	+	4.335510840448829	18	Zm00001d012935	1
g11052	B05	2225532	2225719	+	15.054500077628797	54	Zm00001d012936	1
g11053	B05	2228425	2228533	+	0.37432305412453576	89	Zm00001d012937	1
g11054	B05	2235180	2235339	-	9.263090267511688	44	Zm00001d012938	1
g11055	B05	2238248	2238465	-	30.922738228700144	9	Zm00001d012939	1
g11056	B05	2310105	2310107	+	0.6079733972806592	0	Zm00001d012949	1
g11057	B05	2333144	2333202	-	0.892270012546679	37	Zm00001d012953	1
g11058	B05	2343713	2343845	-	4.491173744293825	42	Zm00001d012954	1
g11059	B05	2348595	2348667	-	0.624208697910959	33	Zm00001d012955	1
g11060	B05	2350142	2350170	-	0.9095712242330312	8	Zm00001d012956	1
